metpo_id	metpo_label	rank	source	definition	definition_length	source_iri	source_ontology	source_label	match_type	confidence	quality_label	quality_score	total_score
METPO:1000668	coccus shaped	1	sssom	A cell shape phenotype where a cell is intermediate in shape between a coccus (sphere) and a bacillus (rod).	108	http://purl.obolibrary.org/obo/OMP_0000123	omp	coccobacillus cell shape	broadMatch	0.280967	excellent	9	9.561934
METPO:1000668	coccus shaped	2	sssom	A cell shape phenotype where a cell is intermediate in shape between a coccus (sphere) and a bacillus (rod).	108	<http://purl.obolibrary.org/obo/OMP_0000123>	omp	coccobacillus cell shape	broadMatch	0.280895	excellent	9	9.56179
METPO:1000668	coccus shaped	3	sssom	spherical-shaped; A spheroid cell phenotype where a cell is spherical or nearly spherical.	90	<http://purl.obolibrary.org/obo/OMP_0000075>	omp	coccus	broadMatch	0.571573	good	6	7.143146
METPO:1000668	coccus shaped	4	sssom	spherical-shaped; A spheroid cell phenotype where a cell is spherical or nearly spherical.	90	http://purl.obolibrary.org/obo/OMP_0000075	omp	coccus	broadMatch	0.571488	good	6	7.142976
METPO:1000668	coccus shaped	5	sssom	Coccus; Coccoid; Sphere; Sphere-shaped; Coccus-shaped; Sphere-shaped (MPO_01016) was merged to this class (MPO_01003) and the  label  and prefferred label were changed from Coccus to Sphere	189	<http://purl.jp/bio/10/mpo#MPO_01003>	mpo	球菌	broadMatch	0.265824	good	5	5.531648
METPO:1000669	crescent shaped	1	sssom	crescentic; bow-shaped; lunate; A shape quality inhering in a circular disk by virtue of the bearer's having a segment of another circle removed from its edge, so that what remains is a shape enclosed by two circular arcs of different diameters which intersect at two points (usually in such a manner that the enclosed shape does not include the center of the original circle).	377	http://purl.obolibrary.org/obo/PATO_0001870	pato	crescent-shaped	broadMatch	0.376388	excellent	10	10.752776
METPO:1000669	crescent shaped	2	sssom	crescentic; bow-shaped; lunate; A shape quality inhering in a circular disk by virtue of the bearer's having a segment of another circle removed from its edge, so that what remains is a shape enclosed by two circular arcs of different diameters which intersect at two points (usually in such a manner that the enclosed shape does not include the center of the original circle).	377	http://purl.obolibrary.org/obo/PATO_0001870	flopo	crescent-shaped	broadMatch	0.376388	excellent	9	9.752776
METPO:1000669	crescent shaped	3	sssom	crescentic; bow-shaped; lunate; A shape quality inhering in a circular disk by virtue of the bearer's having a segment of another circle removed from its edge, so that what remains is a shape enclosed by two circular arcs of different diameters which intersect at two points (usually in such a manner that the enclosed shape does not include the center of the original circle).	377	http://purl.obolibrary.org/obo/PATO_0001870	micro	crescent-shaped	broadMatch	0.376388	excellent	9	9.752776
METPO:1000669	crescent shaped	4	sssom	crescentic; bow-shaped; lunate; A shape quality inhering in a circular disk by virtue of the bearer's having a segment of another circle removed from its edge, so that what remains is a shape enclosed by two circular arcs of different diameters which intersect at two points (usually in such a manner that the enclosed shape does not include the center of the original circle).	377	http://purl.obolibrary.org/obo/PATO_0001870	cl	crescent-shaped	broadMatch	0.376388	excellent	8	8.752776
METPO:1000669	crescent shaped	5	sssom	crescentic; bow-shaped; lunate	30	http://purl.obolibrary.org/obo/PATO_0001870	upheno	crescent-shaped	broadMatch	0.477949	adequate	4	4.955898
METPO:1000671	diplococcus shaped	1	sssom	A cell arrangement phenotype where an organism forms pairs of coccus cells, which arise from a division event in one plane.	123	<http://purl.obolibrary.org/obo/OMP_0000117>	omp	diplococcus	broadMatch	0.392774	excellent	9	9.785548
METPO:1000671	diplococcus shaped	2	sssom	A cell arrangement phenotype where an organism forms pairs of coccus cells, which arise from a division event in one plane.	123	http://purl.obolibrary.org/obo/OMP_0000117	omp	diplococcus	broadMatch	0.392738	excellent	9	9.785476
METPO:1000672	dumbbell shaped	1	api_search	A convex 3-D shape quality inhering in a bearer by virtue of the bearer's exhibiting a by virtue of the bearer's exhibiting a consistently sized and approximately round cross-section along its length, which is many times larger than its diameter.	246	http://purl.obolibrary.org/obo/PATO_0002309	pato	fiber shaped	closeMatch	0.6666666666666667	excellent	10	11.333333333333334
METPO:1000672	dumbbell shaped	2	api_search	A shape quality inhering in a bearer by virtue of the bearer having an elongate structure, similar to a ridge, that extends longitudinally along an anatomical entity.	166	http://purl.obolibrary.org/obo/PATO_0002522	pato	keel-shaped	closeMatch	0.6153846153846154	excellent	10	11.23076923076923
METPO:1000672	dumbbell shaped	3	api_search	An angular shape quality inhering in a bearer by virtue of the bearer's having a single angle in its length giving the bearer the form of the letter L.	151	http://purl.obolibrary.org/obo/PATO_0002225	pato	L-shaped	closeMatch	0.6086956521739131	excellent	10	11.217391304347826
METPO:1000672	dumbbell shaped	4	api_search	A shape quality inhering on a bearer by virtue of a bearer's shape lacking in pattern or uniformity; for example, it may have sides of different lengths, different curvatures, or unequal angles.	194	http://purl.obolibrary.org/obo/PATO_0005020	pato	irregularly shaped	closeMatch	0.6060606060606061	excellent	10	11.212121212121213
METPO:1000672	dumbbell shaped	5	api_search	A concave 3-D shape quality inhering in a bearer by virtue of the bearer's shape resembling that of a trough, being narrow, long, and boxlike in shape.	151	http://purl.obolibrary.org/obo/PATO_0040015	pato	trough shaped	closeMatch	0.5714285714285714	excellent	10	11.142857142857142
METPO:1000673	ellipsoidal	1	sssom	ellipse-shaped; ellipsoid; elliptical; oval; ovoid; A spheroid quality inhering in a bearer by virtue of the bearer's being oval with two axes of symmetry, as produced by a conical section.	189	http://purl.obolibrary.org/obo/PATO_0000947	go	elliptic	broadMatch	0.296385	excellent	8	8.59277
METPO:1000673	ellipsoidal	2	sssom	ellipse-shaped; ellipsoid; elliptical; oval; ovoid; A spheroid quality inhering in a bearer by virtue of the bearer's being oval with two axes of symmetry, as produced by a conical section.	189	http://purl.obolibrary.org/obo/PATO_0000947	omp	elliptic	broadMatch	0.296385	excellent	8	8.59277
METPO:1000673	ellipsoidal	3	sssom	ellipse-shaped; ellipsoid; elliptical; oval; ovoid; A spheroid quality inhering in a bearer by virtue of the bearer's being oval with two axes of symmetry, as produced by a conical section.	189	http://purl.obolibrary.org/obo/PATO_0000947	pato	elliptic	broadMatch	0.296385	excellent	8	8.59277
METPO:1000673	ellipsoidal	4	sssom	ovoid; ellipsoid; ellipse-shaped; oval; elliptical; A spheroid quality inhering in a bearer by virtue of the bearer's being oval with two axes of symmetry, as produced by a conical section.	189	<http://purl.obolibrary.org/obo/PATO_0000947>	omp	elliptic	broadMatch	0.288182	excellent	8	8.576364
METPO:1000673	ellipsoidal	5	sssom	ellipse-shaped; ellipsoid; elliptical; oval; ovoid; A spheroid quality inhering in a bearer by virtue of the bearer's being oval with two axes of symmetry, as produced by a conical section.	189	http://purl.obolibrary.org/obo/PATO_0000947	ecocore	elliptic	broadMatch	0.296385	good	7	7.59277
METPO:1000675	flask shaped	1	sssom	Flask; flask; A container with a base wider than the narrow neck traditionally used for holding liquids.	104	http://purl.obolibrary.org/obo/NCIT_C96144	mco	flask	broadMatch	0.464021	adequate	3	3.928042
METPO:1000676	helical shaped	1	sssom	spiral; helical; helicoid; helicoidal; helix-shaped; A shape quality inhering in a bearer by virtue of the bearer's being curled or wound (especially in concentric rings or spirals).	182	http://purl.obolibrary.org/obo/PATO_0000404	pato	coiled	broadMatch	0.361199	excellent	8	8.722398
METPO:1000676	helical shaped	2	sssom	spiral; helical; helicoid; helicoidal; helix-shaped; A shape quality inhering in a bearer by virtue of the bearer's being curled or wound (especially in concentric rings or spirals).	182	http://purl.obolibrary.org/obo/PATO_0000404	envo	coiled	broadMatch	0.361199	good	7	7.722398
METPO:1000676	helical shaped	3	sssom	spiral; helical; helicoid; helicoidal; helix-shaped; A shape quality inhering in a bearer by virtue of the bearer's being curled or wound (especially in concentric rings or spirals).	182	http://purl.obolibrary.org/obo/PATO_0000404	flopo	coiled	broadMatch	0.361199	good	7	7.722398
METPO:1000676	helical shaped	4	sssom	spiral; helical; helicoid; helicoidal; helix-shaped; A shape quality inhering in a bearer by virtue of the bearer's being curled or wound (especially in concentric rings or spirals).	182	http://purl.obolibrary.org/obo/PATO_0000404	micro	coiled	broadMatch	0.361199	good	7	7.722398
METPO:1000676	helical shaped	5	sssom	spiral; helical; helicoid; helicoidal; helix-shaped; A shape quality inhering in a bearer by virtue of the bearer's being curled or wound (especially in concentric rings or spirals).	182	http://purl.obolibrary.org/obo/PATO_0000404	cl	coiled	broadMatch	0.361199	good	6	6.722398
METPO:1000677	ovoid shaped	1	sssom	A spheroid quality inhering in a bearer by virtue of the bearer's exhibiting a shape not quite ovoid. approximately ovoid.	122	http://purl.obolibrary.org/obo/PATO_0002537	pato	subovoid	broadMatch	0.277007	excellent	9	9.554014
METPO:1000677	ovoid shaped	2	sssom	egg-shaped; oval; ovoid; eccentric; A spheroid quality inhering in a bearer by virtue of the bearer's exhibiting a continuous convex surface with an axis of symmetry and one axis longer than the other; egg-shaped.	213	http://purl.obolibrary.org/obo/PATO_0001891	pato	ovate	broadMatch	0.384879	excellent	8	8.769758
METPO:1000677	ovoid shaped	3	sssom	A spheroid quality inhering in a bearer by virtue of the bearer's exhibiting a shape not quite ovoid. approximately ovoid.	122	http://purl.obolibrary.org/obo/PATO_0002537	flopo	subovoid	broadMatch	0.277007	excellent	8	8.554014
METPO:1000677	ovoid shaped	4	sssom	A spheroid quality inhering in a bearer by virtue of the bearer's exhibiting a shape not quite ovoid. approximately ovoid.	122	http://purl.obolibrary.org/obo/PATO_0002537	micro	subovoid	broadMatch	0.277007	excellent	8	8.554014
METPO:1000677	ovoid shaped	5	sssom	egg-shaped; oval; ovoid; eccentric; A spheroid quality inhering in a bearer by virtue of the bearer's exhibiting a continuous convex surface with an axis of symmetry and one axis longer than the other; egg-shaped.	213	http://purl.obolibrary.org/obo/PATO_0001891	flopo	ovate	broadMatch	0.384879	good	7	7.769758
METPO:1000678	oval shaped	1	api_search	An angular shape quality inhering in a bearer by virtue of the bearer's having a single angle in its length giving the bearer the form of the letter V.	151	http://purl.obolibrary.org/obo/PATO_0002224	pato	V-shaped	closeMatch	0.736842105263158	excellent	10	11.473684210526315
METPO:1000678	oval shaped	2	api_search	An angular shape quality inhering in a bearer by virtue of the bearer's having a single angle in its length giving the bearer the form of the letter L.	151	http://purl.obolibrary.org/obo/PATO_0002225	pato	L-shaped	closeMatch	0.736842105263158	excellent	10	11.473684210526315
METPO:1000678	oval shaped	3	api_search	A convex 3-D shape quality inhering in a bearer by virtue of the bearer's exhibiting a by virtue of the bearer's exhibiting a consistently sized and approximately round cross-section along its length, which is many times larger than its diameter.	246	http://purl.obolibrary.org/obo/PATO_0002309	pato	fiber shaped	closeMatch	0.6086956521739131	excellent	10	11.217391304347826
METPO:1000678	oval shaped	4	api_search	A convex 3-D shape quality inhering in a bearer by virtue of the bearer's having a quadric surface in three dimensions obtained by rotating less than half of a circular arc about an axis passing through the endpoints of the arc	227	http://purl.obolibrary.org/obo/PATO_0002345	pato	lemon-shaped	closeMatch	0.6086956521739131	excellent	10	11.217391304347826
METPO:1000678	oval shaped	5	api_search	A concave 3-D shape that inheres in the bearer by virtue of the bearer's nearly) symmetric shape wide at its ends and narrow in the middle, resembling the figure of number 8.	174	http://purl.obolibrary.org/obo/PATO_0002239	pato	hourglass-shaped	closeMatch	0.5925925925925926	excellent	10	11.185185185185185
METPO:1000679	pleomorphic shaped	1	sssom	A shape quality inhering in a cell by virtue of the bearer's ability to take on two or more different shapes during its life cycle.	131	http://purl.obolibrary.org/obo/PATO_0001356	pato	pleomorphic	broadMatch	0.628677	excellent	9	10.257354
METPO:1000679	pleomorphic shaped	2	sssom	A shape quality inhering in a cell by virtue of the bearer's ability to take on two or more different shapes during its life cycle.	131	http://purl.obolibrary.org/obo/PATO_0001356	flopo	pleomorphic	broadMatch	0.628677	excellent	8	9.257354
METPO:1000679	pleomorphic shaped	3	sssom	A shape quality inhering in a cell by virtue of the bearer's ability to take on two or more different shapes during its life cycle.	131	http://purl.obolibrary.org/obo/PATO_0001356	micro	pleomorphic	broadMatch	0.628677	excellent	8	9.257354
METPO:1000679	pleomorphic shaped	4	sssom	A cell shape phenotype where a cell is variable in shape and lacks a single, characteristic form.	97	<http://purl.obolibrary.org/obo/OMP_0000132>	omp	pleomorphic cell shape	broadMatch	0.464335	excellent	8	8.92867
METPO:1000679	pleomorphic shaped	5	sssom	A cell shape phenotype where a cell is variable in shape and lacks a single, characteristic form.	97	http://purl.obolibrary.org/obo/OMP_0000132	omp	pleomorphic cell shape	broadMatch	0.464151	excellent	8	8.928302
METPO:1000680	ring shaped	1	sssom	A shape quality inhering in a bearer by virtue of the bearer's having a shape like a ring (a circular shape enclosing a space).	127	http://purl.obolibrary.org/obo/PATO_0002539	micro	ring shaped	broadMatch	0.436284	excellent	8	8.872568
METPO:1000680	ring shaped	2	sssom	annular; ring-shaped; A shape quality inhering in a bearer by virtue of the bearer's having a shape like a ring (a circular shape enclosing a space).	149	http://purl.obolibrary.org/obo/PATO_0002539	pato	ring shaped	broadMatch	0.437768	good	7	7.875536
METPO:1000680	ring shaped	3	sssom	annular; ring-shaped; A shape quality inhering in a bearer by virtue of the bearer's having a shape like a ring (a circular shape enclosing a space).	149	http://purl.obolibrary.org/obo/PATO_0002539	flopo	ring shaped	broadMatch	0.437768	good	6	6.875536
METPO:1000681	rod shaped	1	sssom	rod-like; rod-shaped; tubulate	30	http://purl.obolibrary.org/obo/PATO_0001873	upheno	cylindrical	broadMatch	0.204055	adequate	4	4.40811
METPO:1000683	sphere shaped	1	sssom	globular; rotund; A spheroid quality inhering in a bearer by virtue of the bearer's resembling a ball (a sphere whose equatorial diameter is equal to the polar diameter).	170	http://purl.obolibrary.org/obo/PATO_0001499	omp	spherical	broadMatch	0.215747	excellent	8	8.431494
METPO:1000683	sphere shaped	2	sssom	globular; rotund; A spheroid quality inhering in a bearer by virtue of the bearer's resembling a ball (a sphere whose equatorial diameter is equal to the polar diameter).	170	http://purl.obolibrary.org/obo/PATO_0001499	pato	spherical	broadMatch	0.215747	excellent	8	8.431494
METPO:1000683	sphere shaped	3	sssom	globular; rotund; A spheroid quality inhering in a bearer by virtue of the bearer's resembling a ball (a sphere whose equatorial diameter is equal to the polar diameter).	170	<http://purl.obolibrary.org/obo/PATO_0001499>	omp	spherical	broadMatch	0.215641	excellent	8	8.431282
METPO:1000683	sphere shaped	4	sssom	globular; rotund; A spheroid quality inhering in a bearer by virtue of the bearer's resembling a ball (a sphere whose equatorial diameter is equal to the polar diameter).	170	http://purl.obolibrary.org/obo/PATO_0001499	envo	spherical	broadMatch	0.215747	good	7	7.431494
METPO:1000683	sphere shaped	5	sssom	globular; rotund; A spheroid quality inhering in a bearer by virtue of the bearer's resembling a ball (a sphere whose equatorial diameter is equal to the polar diameter).	170	http://purl.obolibrary.org/obo/PATO_0001499	flopo	spherical	broadMatch	0.215747	good	7	7.431494
METPO:1000684	spiral shaped	1	sssom	A spiral cell shape phenotype where a cell forms a rigid spiral.	64	http://purl.obolibrary.org/obo/OMP_0000124	omp	spirillum	broadMatch	0.349115	excellent	8	8.69823
METPO:1000684	spiral shaped	2	sssom	A spiral cell shape phenotype where a cell forms a rigid spiral.	64	<http://purl.obolibrary.org/obo/OMP_0000124>	omp	spirillum	broadMatch	0.348684	excellent	8	8.697368
METPO:1000684	spiral shaped	3	sssom	A spiral cell shape phenotype where a cell forms a flexible spiral.	67	http://purl.obolibrary.org/obo/OMP_0000125	omp	spirochete	broadMatch	0.314285	excellent	8	8.62857
METPO:1000684	spiral shaped	4	sssom	A spiral cell shape phenotype where a cell forms a flexible spiral.	67	<http://purl.obolibrary.org/obo/OMP_0000125>	omp	spirochete	broadMatch	0.309312	excellent	8	8.618624
METPO:1000684	spiral shaped	5	sssom	spiral; helical; helicoid; helicoidal; helix-shaped; A shape quality inhering in a bearer by virtue of the bearer's being curled or wound (especially in concentric rings or spirals).	182	http://purl.obolibrary.org/obo/PATO_0000404	pato	coiled	broadMatch	0.223586	excellent	8	8.447172
METPO:1000685	star shaped	1	api_search	A shape quality inhering in a bearer by virtue of the bearer's being arranged like rays or radii; radiating from a common center.	129	http://purl.obolibrary.org/obo/PATO_0002065	pato	star shaped	exactMatch	1.0	excellent	9	11.0
METPO:1000685	star shaped	2	api_search	A shape quality inhering in a bearer by virtue of the bearer's being arranged like rays or radii; radiating from a common center.	129	http://purl.obolibrary.org/obo/PATO_0002065	PATO	star shaped	exactMatch	1.0	excellent	9	11.0
METPO:1000685	star shaped	3	api_search	A shape quality inhering in a bearer by virtue of the bearer's being arranged like rays or radii; radiating from a common center.	129	http://purl.obolibrary.org/obo/PATO_0002065	flopo	star shaped	exactMatch	1.0	excellent	8	10.0
METPO:1000685	star shaped	4	api_search	A shape quality inhering in a bearer by virtue of the bearer's being arranged like rays or radii; radiating from a common center.	129	http://purl.obolibrary.org/obo/PATO_0002065	upheno	star shaped	exactMatch	1.0	excellent	8	10.0
METPO:1000685	star shaped	5	api_search	A shape quality inhering in a bearer by virtue of the bearer's being arranged like rays or radii; radiating from a common center.	129	http://purl.obolibrary.org/obo/PATO_0002065	micro	star shaped	exactMatch	1.0	excellent	8	10.0
METPO:1000686	vibrio shaped	1	sssom	A spiral cell shape phenotype where a rod-shaped cell is curved to form a comma-like shape or incomplete spiral.	112	<http://purl.obolibrary.org/obo/OMP_0000077>	omp	vibrio	broadMatch	0.474851	excellent	9	9.949702
METPO:1000686	vibrio shaped	2	sssom	A spiral cell shape phenotype where a rod-shaped cell is curved to form a comma-like shape or incomplete spiral.	112	http://purl.obolibrary.org/obo/OMP_0000077	omp	vibrio	broadMatch	0.474784	excellent	9	9.949568
METPO:1000686	vibrio shaped	3	sssom	Beneckea; Listonella; Microspira; Pacinia	41	http://purl.obolibrary.org/obo/NCBITaxon_662	go	Vibrio	broadMatch	0.238636	good	5	5.477272
METPO:1000688	coccobacillus shaped	1	sssom	A cell shape phenotype where a cell is intermediate in shape between a coccus (sphere) and a bacillus (rod).	108	<http://purl.obolibrary.org/obo/OMP_0000123>	omp	coccobacillus cell shape	broadMatch	0.522547	excellent	9	10.045094
METPO:1000688	coccobacillus shaped	2	sssom	A cell shape phenotype where a cell is intermediate in shape between a coccus (sphere) and a bacillus (rod).	108	http://purl.obolibrary.org/obo/OMP_0000123	omp	coccobacillus cell shape	broadMatch	0.522536	excellent	9	10.045072
METPO:1000688	coccobacillus shaped	3	sssom	bacillus; A cylindrical cell phenotype where an organism has rod-shaped cells.	78	http://purl.obolibrary.org/obo/OMP_0000076	omp	rod-shaped cells	broadMatch	0.29539	good	6	6.59078
METPO:1000688	coccobacillus shaped	4	sssom	bacillus; A cylindrical cell phenotype where an organism has rod-shaped cells.	78	<http://purl.obolibrary.org/obo/OMP_0000076>	omp	rod-shaped cells	broadMatch	0.295314	good	6	6.590628
METPO:1000688	coccobacillus shaped	5	sssom	spherical-shaped; A spheroid cell phenotype where a cell is spherical or nearly spherical.	90	<http://purl.obolibrary.org/obo/OMP_0000075>	omp	coccus	broadMatch	0.224911	good	6	6.449822
METPO:1000689	disc shaped	1	sssom	disc-shaped; disk-shaped; A shape quality inhering in a bearer by virtue of the bearer's being cylindrical, in which the height is less than the diameter.	154	http://purl.obolibrary.org/obo/PATO_0001874	pato	discoid	broadMatch	0.249251	excellent	8	8.498502
METPO:1000689	disc shaped	2	sssom	disc-shaped; disk-shaped; A shape quality inhering in a bearer by virtue of the bearer's being cylindrical, in which the height is less than the diameter.	154	http://purl.obolibrary.org/obo/PATO_0001874	flopo	discoid	broadMatch	0.249251	good	7	7.498502
METPO:1000689	disc shaped	3	sssom	disc-shaped; disk-shaped; A shape quality inhering in a bearer by virtue of the bearer's being cylindrical, in which the height is less than the diameter.	154	http://purl.obolibrary.org/obo/PATO_0001874	micro	discoid	broadMatch	0.249251	good	7	7.498502
METPO:1000689	disc shaped	4	sssom	disc-shaped; disk-shaped; A shape quality inhering in a bearer by virtue of the bearer's being cylindrical, in which the height is less than the diameter.	154	http://purl.obolibrary.org/obo/PATO_0001874	cl	discoid	broadMatch	0.249251	good	6	6.498502
METPO:1000690	fusiform shaped	1	sssom	Having a spindle-like shape that is wide in the middle and tapers at both ends.	79	http://purl.obolibrary.org/obo/PATO_0002400	pato	fusiform	broadMatch	0.643251	good	6	7.2865020000000005
METPO:1000690	fusiform shaped	2	sssom	Having a spindle-like shape that is wide in the middle and tapers at both ends.	79	http://purl.obolibrary.org/obo/PATO_0002400	flopo	fusiform	broadMatch	0.643251	good	5	6.2865020000000005
METPO:1000690	fusiform shaped	3	sssom	Having a spindle-like shape that is wide in the middle and tapers at both ends.	79	http://purl.obolibrary.org/obo/PATO_0002400	micro	fusiform	broadMatch	0.643251	good	5	6.2865020000000005
METPO:1000691	irregular shaped	1	sssom	A shape quality inhering on a bearer by virtue of a bearer's shape lacking in pattern or uniformity; for example, it may have sides of different lengths, different curvatures, or unequal angles.	194	http://purl.obolibrary.org/obo/PATO_0005020	pato	irregularly shaped	broadMatch	0.470952	excellent	10	10.941904
METPO:1000691	irregular shaped	2	sssom	A shape quality inhering on a bearer by virtue of a bearer's shape lacking in pattern or uniformity; for example, it may have sides of different lengths, different curvatures, or unequal angles.	194	http://purl.obolibrary.org/obo/PATO_0005020	flopo	irregularly shaped	broadMatch	0.470952	excellent	9	9.941904
METPO:1000691	irregular shaped	3	sssom	A shape quality inhering on a bearer by virtue of a bearer's shape lacking in pattern or uniformity; for example, it may have sides of different lengths, different curvatures, or unequal angles.	194	http://purl.obolibrary.org/obo/PATO_0005020	micro	irregularly shaped	broadMatch	0.470952	excellent	9	9.941904
METPO:1000691	irregular shaped	4	sssom	highly irregular; irregular; irregular shape	44	http://purl.obolibrary.org/obo/MICRO_0000333	micro	irregular cell	broadMatch	0.404619	adequate	4	4.809238
METPO:1000691	irregular shaped	5	sssom	Abnormal(ly) irregularly shaped (of) rib.	41	http://purl.obolibrary.org/obo/ZP_0141188	upheno	rib irregularly shaped, abnormal	broadMatch	0.311073	adequate	4	4.622146
METPO:1000693	spirochete shaped	1	sssom	A spiral cell shape phenotype where a cell forms a flexible spiral.	67	<http://purl.obolibrary.org/obo/OMP_0000125>	omp	spirochete	broadMatch	0.53469	excellent	8	9.06938
METPO:1000693	spirochete shaped	2	sssom	A spiral cell shape phenotype where a cell forms a flexible spiral.	67	http://purl.obolibrary.org/obo/OMP_0000125	omp	spirochete	broadMatch	0.529487	excellent	8	9.058974
METPO:1000693	spirochete shaped	3	sssom	spirillum; spirochete; vibrio; curved rod; A cell shape phenotype where a cell is helical or cork-screw shaped.	111	http://purl.obolibrary.org/obo/OMP_0000086	omp	spiral cell shape	broadMatch	0.233047	good	7	7.466094
METPO:1000693	spirochete shaped	4	sssom	Spirochaetae; Spirochaetaeota; Spirochaetes	43	http://purl.obolibrary.org/obo/NCBITaxon_203691	go	Spirochaetota	broadMatch	0.251596	good	5	5.503192
METPO:1000694	square shaped	1	sssom	square face shape; square faces; square facial shape	52	http://purl.obolibrary.org/obo/MP_0030073	upheno	square face	broadMatch	0.207746	good	5	5.415492
METPO:1000695	tailed shaped	1	api_search	A convex 3-D shape quality inhering in a bearer by virtue of the bearer's exhibiting a by virtue of the bearer's exhibiting a consistently sized and approximately round cross-section along its length, which is many times larger than its diameter.	246	http://purl.obolibrary.org/obo/PATO_0002309	pato	fiber shaped	closeMatch	0.72	excellent	10	11.44
METPO:1000695	tailed shaped	2	api_search	An angular shape quality inhering in a bearer by virtue of the bearer's having a single angle in its length giving the bearer the form of the letter L.	151	http://purl.obolibrary.org/obo/PATO_0002225	pato	L-shaped	closeMatch	0.6666666666666667	excellent	10	11.333333333333334
METPO:1000695	tailed shaped	3	api_search	A convex 3-D shape quality inhering in a bearer by virtue of the bearer's having a quadric surface in three dimensions obtained by rotating less than half of a circular arc about an axis passing through the endpoints of the arc	227	http://purl.obolibrary.org/obo/PATO_0002345	pato	lemon-shaped	closeMatch	0.64	excellent	10	11.28
METPO:1000695	tailed shaped	4	api_search	An angular shape quality inhering in a bearer by virtue of the bearer's having a single angle in its length giving the bearer the form of the letter V.	151	http://purl.obolibrary.org/obo/PATO_0002224	pato	V-shaped	closeMatch	0.5714285714285714	excellent	10	11.142857142857142
METPO:1000695	tailed shaped	5	api_search	An angular shape quality inhering in a bearer by virtue of the bearer's having a single angle in its length giving the bearer the form of the letter V.	151	http://purl.obolibrary.org/obo/PATO_0002224	PATO	V-shaped	closeMatch	0.5714285714285714	excellent	10	11.142857142857142
METPO:1000696	triangular shaped	1	api_search	A shape quality inhering in a bearer by virtue of the bearer's being shaped like a lance-head, considerably longer than wide, tapering towards the tip from below the middle together forming three angles; attached at the broad end.	230	http://purl.obolibrary.org/obo/PATO_0002338	pato	lanceolate-triangular	closeMatch	0.5263157894736843	excellent	10	11.052631578947368
METPO:1000696	triangular shaped	2	api_search	A facial appearance characterized by a permanently or nearly permanently opened mouth, in which the upper lip is tented in a way that the opened mouth has the appearance of a triangle.	184	http://purl.obolibrary.org/obo/HP_0200096	upheno	Triangular-shaped open mouth	closeMatch	0.7111111111111111	excellent	9	10.422222222222222
METPO:1000696	triangular shaped	3	api_search	A facial appearance characterized by a permanently or nearly permanently opened mouth, in which the upper lip is tented in a way that the opened mouth has the appearance of a triangle.	184	http://purl.obolibrary.org/obo/HP_0200096	UPHENO	Triangular-shaped open mouth	closeMatch	0.7111111111111111	excellent	9	10.422222222222222
METPO:1000696	triangular shaped	4	api_search	Triangular shaped phalanges of the 4th finger. A triangular or so called delta shaped phalanx is a typical result after a bracket epiphysis of the affected phalanx.	164	http://purl.obolibrary.org/obo/HP_0009407	UPHENO	Triangular shaped phalanges of the 4th finger	closeMatch	0.5483870967741935	excellent	9	10.096774193548388
METPO:1000696	triangular shaped	5	api_search	A shape quality inhering in a bearer by virtue of the bearer's having three angles.	83	http://purl.obolibrary.org/obo/PATO_0001875	pato	triangular	closeMatch	0.7407407407407407	excellent	8	9.481481481481481
METPO:1000697	gram stain	1	sssom	A cell staining phenotype where microorganisms are grouped based on their ability to retain crystal violet stain when decolorized with an organic solvent such as ethanol.	170	<http://purl.obolibrary.org/obo/OMP_0000191>	omp	gram stain phenotype	broadMatch	0.374132	excellent	10	10.748264
METPO:1000697	gram stain	2	sssom	A cell staining phenotype where microorganisms are grouped based on their ability to retain crystal violet stain when decolorized with an organic solvent such as ethanol.; This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype.	402	http://purl.obolibrary.org/obo/OMP_0000191	omp	gram stain phenotype	broadMatch	0.299858	excellent	10	10.599716
METPO:1000697	gram stain	3	sssom	A differential staining technique used to classify bacteria based on the composition of their cell walls. Bacteria can be categorized as Gram-positive or Gram-negative based on their response to the stain.	205	<https://purl.dsmz.de/schema/GramStain>	d3o	Gram Stain	broadMatch	0.282527	excellent	9	9.565054
METPO:1000697	gram stain	4	sssom	A gram stain phenotype where a cell or cells retain crystal violet stain when decolorized with an organic solvent such as ethanol.	130	http://purl.obolibrary.org/obo/OMP_0000188	omp	gram positive	broadMatch	0.239589	excellent	9	9.479178
METPO:1000697	gram stain	5	sssom	A gram stain phenotype where a cell or cells retain crystal violet stain when decolorized with an organic solvent such as ethanol.	130	<http://purl.obolibrary.org/obo/OMP_0000188>	omp	gram positive	broadMatch	0.239483	excellent	9	9.478966
METPO:1000698	gram positive	1	sssom	Bacteria that retain the crystal violet stain used in Gram staining. Gram-positive bacteria have a thick peptidoglycan layer in their cell walls.	145	<https://purl.dsmz.de/schema/GramPositiveBacteria>	d3o	Gram Positive Bacteria	broadMatch	0.285601	good	6	6.5712019999999995
METPO:1000699	gram negative	1	sssom	A gram stain phenotype where a cell or cells do not retain crystal violet stain when decolorized with an organic solvent such as ethanol.	137	http://purl.obolibrary.org/obo/OMP_0000189	omp	gram negative	broadMatch	0.225061	excellent	9	9.450122
